date,country_name,cluster_name,contributor_name,market,Camel,Camel - Grade,Camel Price,Camel Image,Cattle,Cattle - Grade,Cattle - Price,Cattle Image,Goat,Goat - Grade,Goat - Price,Goat Image,Sheep,Sheep - Grade,Sheep Price,Sheep Image,gps_latitude,gps_longitude,gps_altitude,_review_status
2022-02-22,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),22000,http://classic.ona.io/api/v1/files/24861784?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645503836458.jpg,No,,,,No,,,,1.442442,37.727189,0,Accepted
2022-06-07,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Fat (Grade 1),24000,http://classic.ona.io/api/v1/files/27074746?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654575117434.jpg,No,,,,No,,,,1.4191451,37.7317668,591.3,Accepted
2022-06-14,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3500,http://classic.ona.io/api/v1/files/27219763?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655190648318.jpg,1.4196607,37.7315743,599,Accepted
2022-01-25,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3500,http://classic.ona.io/api/v1/files/24478246?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643086038843.jpg,No,,,,1.419515,37.7317617,629.7380468,Accepted
2022-01-25,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2700,http://classic.ona.io/api/v1/files/24478244?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643085928259.jpg,No,,,,1.4194883,37.7317417,628.3345363,Accepted
2022-05-17,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),4500,http://classic.ona.io/api/v1/files/26601290?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652763084310.jpg,No,,,,1.4196362,37.7317553,596.4,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),38000,http://classic.ona.io/api/v1/files/24781423?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644905060570.jpg,No,,,,No,,,,No,,,,1.4192383,37.73114,607.9,Accepted
2022-04-05,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/25969264?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649132758531.jpg,1.4420154,37.7271778,0,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),42000,http://classic.ona.io/api/v1/files/24781421?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644904898882.jpg,No,,,,No,,,,No,,,,1.4191331,37.7308726,609.3,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/24781244?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644902086182.jpg,1.41942,37.731555,612.2,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3700,http://classic.ona.io/api/v1/files/24781235?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644901511383.jpg,No,,,,1.4194717,37.731845,592.7,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/24781231?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644901431591.jpg,No,,,,1.4194814,37.7318166,592.6,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),20000,http://classic.ona.io/api/v1/files/24780885?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644900503109.jpg,No,,,,No,,,,1.4191406,37.7315896,589.3,Accepted
2022-06-07,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Fat (Grade 1),56000,http://classic.ona.io/api/v1/files/27074759?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654577411849.jpg,No,,,,No,,,,No,,,,1.4192928,37.7313076,595.8,Accepted
2022-03-01,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/25036889?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646108481829.jpg,1.4194534,37.7316873,590.8,Accepted
2022-03-22,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),56000,http://classic.ona.io/api/v1/files/25604516?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647927397760.jpg,No,,,,No,,,,No,,,,1.4194511,37.7308865,610.8,Accepted
2022-02-22,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),58000,http://classic.ona.io/api/v1/files/24861826?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645506889406.jpg,No,,,,No,,,,No,,,,1.442442,37.727189,0,Accepted
2022-03-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/25408330?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647319213269.jpg,1.4313765,37.7251599,0,Accepted
2022-05-10,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),25000,http://classic.ona.io/api/v1/files/26500824?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652156729780.jpg,No,,,,No,,,,1.4191578,37.7316245,586.1,Accepted
2022-03-22,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3000,http://classic.ona.io/api/v1/files/25604508?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647926882135.jpg,No,,,,1.4195396,37.731782,610.6,Accepted
2022-02-08,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Fat (Grade 1),60000,http://classic.ona.io/api/v1/files/24707153?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644296113280.jpg,No,,,,No,,,,No,,,,1.4191248,37.7310268,602.4,Accepted
2022-02-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/24707149?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644295529280.jpg,1.4196138,37.7318265,596.6,Accepted
2022-02-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3100,http://classic.ona.io/api/v1/files/24707145?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644295020845.jpg,No,,,,1.4194757,37.7317963,594.5,Accepted
2022-02-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3500,http://classic.ona.io/api/v1/files/24707141?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644294296230.jpg,1.4203437,37.7239388,0,Accepted
2022-02-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),22000,http://classic.ona.io/api/v1/files/24707140?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644293982228.jpg,No,,,,No,,,,1.4405294,37.7266426,0,Accepted
2022-02-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),39000,http://classic.ona.io/api/v1/files/24707139?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644293779880.jpg,No,,,,No,,,,1.4001579,37.7212349,0,Accepted
2022-02-01,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/24599145?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643690744921.jpg,1.4193756,37.731773,604.7764218,Accepted
2022-02-01,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/24599138?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643690483802.jpg,1.419724,37.7317068,602.684666,Accepted
2022-02-01,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3800,http://classic.ona.io/api/v1/files/24599062?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643690258462.jpg,No,,,,1.419678,37.7317535,602.4745031,Accepted
2022-06-14,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3000,http://classic.ona.io/api/v1/files/27219739?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655189183677.jpg,1.4193899,37.731811,594.8,Accepted
2022-03-01,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/25036893?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646108885599.jpg,1.4196955,37.7317184,590.3,Accepted
2022-05-24,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/26741217?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653366477036.jpg,1.4197347,37.7317373,614.9,Accepted
2022-01-25,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2600,http://classic.ona.io/api/v1/files/24478245?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643085979347.jpg,No,,,,1.4194967,37.73175,628.9158242,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),29000,http://classic.ona.io/api/v1/files/24780881?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644900354409.jpg,No,,,,No,,,,1.4191543,37.7316565,599.1,Accepted
2022-01-25,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),35000,http://classic.ona.io/api/v1/files/24478223?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643084879551.jpg,No,,,,No,,,,1.4191319,37.7316942,640.1311656,Accepted
2022-01-25,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),40000,http://classic.ona.io/api/v1/files/24478221?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643084006857.jpg,No,,,,No,,,,1.4229301,37.7237206,0,Accepted
2022-04-19,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),24000,http://classic.ona.io/api/v1/files/26210489?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650352803563.jpg,No,,,,No,,,,1.41916,37.731805,586.7,Accepted
2022-01-18,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Fat (Grade 1),51000,http://classic.ona.io/api/v1/files/24348414?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642484753653.jpg,No,,,,No,,,,No,,,,1.4193163,37.7308437,593.1335802,Accepted
2022-04-12,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/26110258?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649737066321.jpg,1.4196864,37.7317349,603.3,Accepted
2022-04-05,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),31000,http://classic.ona.io/api/v1/files/25969235?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649132070345.jpg,No,,,,No,,,,1.4420154,37.7271778,0,Accepted
2022-02-22,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),4200,http://classic.ona.io/api/v1/files/24861794?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645504967490.jpg,No,,,,1.4410566,37.726697,0,Accepted
2022-01-11,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),70000,http://classic.ona.io/api/v1/files/24242423?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641876946418.jpg,No,,,,No,,,,No,,,,1.4192736,37.7314391,591.3678557,Accepted
2022-02-08,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Fat (Grade 1),62000,http://classic.ona.io/api/v1/files/24707152?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644296066198.jpg,No,,,,No,,,,No,,,,1.4191017,37.7310341,602.3,Accepted
2022-01-11,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),2500,http://classic.ona.io/api/v1/files/24242410?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641874391967.jpg,1.4195133,37.7318386,593.5696484,Accepted
2022-06-28,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),2600,http://classic.ona.io/api/v1/files/27590397?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656390495455.jpg,1.4196083,37.7317967,601.7,Accepted
2022-05-17,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3300,http://classic.ona.io/api/v1/files/26601275?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652762928731.jpg,No,,,,1.4196807,37.7317796,578.3,Accepted
2022-05-31,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3200,http://classic.ona.io/api/v1/files/26920638?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653971336221.jpg,No,,,,1.4197,37.7317933,606.3,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),45000,http://classic.ona.io/api/v1/files/24780921?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644901099508.jpg,No,,,,No,,,,1.4191275,37.7316232,579.2,Accepted
2022-04-26,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),45000,http://classic.ona.io/api/v1/files/26322318?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650948012074.jpg,No,,,,No,,,,No,,,,1.4192253,37.7309748,602.4,Accepted
2022-03-29,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),38000,http://classic.ona.io/api/v1/files/25811991?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1648529369740.jpg,No,,,,No,,,,No,,,,1.4193307,37.7308236,588.8,Accepted
2022-04-05,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2700,http://classic.ona.io/api/v1/files/25969245?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649132386175.jpg,No,,,,1.4420154,37.7271778,0,Accepted
2022-05-24,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),38000,http://classic.ona.io/api/v1/files/26741193?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653365129033.jpg,No,,,,No,,,,1.4403098,37.7267982,0,Accepted
2022-06-07,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),43000,http://classic.ona.io/api/v1/files/27074766?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654577712971.jpg,No,,,,No,,,,No,,,,1.4193724,37.7313472,597,Accepted
2022-04-05,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2700,http://classic.ona.io/api/v1/files/25969306?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649133116124.jpg,No,,,,1.4420154,37.7271778,0,Accepted
2022-04-12,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),33000,http://classic.ona.io/api/v1/files/26110245?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649736434992.jpg,No,,,,No,,,,1.4191977,37.7315478,602.4,Accepted
2022-04-19,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),35000,http://classic.ona.io/api/v1/files/26210475?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650352502816.jpg,No,,,,No,,,,1.419288333,37.73176667,588,Accepted
2022-04-19,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),25000,http://classic.ona.io/api/v1/files/26210493?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650352938288.jpg,No,,,,No,,,,1.419403333,37.73165667,586.2,Accepted
2022-05-03,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/26419012?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651554157128.jpg,No,,,,1.4196495,37.73182,598.3,Accepted
2022-01-25,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),24000,http://classic.ona.io/api/v1/files/24478224?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643085093435.jpg,No,,,,No,,,,1.4192186,37.7316432,631.4461738,Accepted
2022-05-24,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1500,http://classic.ona.io/api/v1/files/26741222?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653366593061.jpg,1.4197256,37.7318142,616.5,Accepted
2022-06-21,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Fat (Grade 1),40000,http://classic.ona.io/api/v1/files/27367158?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655784634306.jpg,No,,,,No,,,,1.4191742,37.7317068,606.2,Accepted
2022-01-18,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3500,http://classic.ona.io/api/v1/files/24348383?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642483401279.jpg,No,,,,1.4194645,37.731777,595.3385666,Accepted
2022-03-01,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/25036900?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646109485282.jpg,No,,,,1.4196529,37.7312097,596.5,Accepted
2022-01-11,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),53000,http://classic.ona.io/api/v1/files/24242424?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641877029262.jpg,No,,,,No,,,,No,,,,1.4191495,37.7313829,590.6541156,Accepted
2022-05-31,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),25000,http://classic.ona.io/api/v1/files/26920633?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653970300505.jpg,No,,,,No,,,,1.4192005,37.7317334,594.2,Accepted
2022-04-05,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),3000,http://classic.ona.io/api/v1/files/25969279?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649132825868.jpg,1.4420154,37.7271778,0,Accepted
2022-04-05,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),38000,http://classic.ona.io/api/v1/files/25969228?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649131885788.jpg,No,,,,No,,,,1.4420154,37.7271778,0,Accepted
2022-06-28,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3000,http://classic.ona.io/api/v1/files/27590409?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656390855395.jpg,No,,,,1.4195288,37.7317778,604.5,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),38000,http://classic.ona.io/api/v1/files/24780879?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644900179795.jpg,No,,,,No,,,,1.4192985,37.7259273,0,Accepted
2022-01-11,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3100,http://classic.ona.io/api/v1/files/24242421?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641876326242.jpg,1.419559,37.7317254,593.9328172,Accepted
2022-05-03,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1200,http://classic.ona.io/api/v1/files/26419031?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651554791268.jpg,1.4196519,37.7317074,603.7,Accepted
2022-01-25,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/24478239?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643085873782.jpg,No,,,,1.4194942,37.7317409,629.7782088,Accepted
2022-02-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),4200,http://classic.ona.io/api/v1/files/24707146?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644295203346.jpg,1.4194302,37.7317181,583.1,Accepted
2022-04-05,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/25969261?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649132692924.jpg,1.4420154,37.7271778,0,Accepted
2022-05-10,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/26500853?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652157678738.jpg,No,,,,1.4196632,37.7317632,599.5,Accepted
2022-05-31,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),32000,http://classic.ona.io/api/v1/files/26920649?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653973214814.jpg,No,,,,No,,,,No,,,,1.4192335,37.7307353,596.8,Accepted
2022-05-31,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),30000,http://classic.ona.io/api/v1/files/26920627?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653970466700.jpg,No,,,,No,,,,1.4192217,37.731735,594.9,Accepted
2022-06-28,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),2300,http://classic.ona.io/api/v1/files/27590400?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656390546862.jpg,1.4196017,37.7318,601.6,Accepted
2022-05-31,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),38000,http://classic.ona.io/api/v1/files/26920644?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653973032292.jpg,No,,,,No,,,,No,,,,1.4193341,37.7311427,598.2,Accepted
