date,country_name,cluster_name,contributor_name,market,Camel,Camel - Grade,Camel Price,Camel Image,Cattle,Cattle - Grade,Cattle - Price,Cattle Image,Goat,Goat - Grade,Goat - Price,Goat Image,Sheep,Sheep - Grade,Sheep Price,Sheep Image,gps_latitude,gps_longitude,gps_altitude,_review_status
2022-03-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),32000,http://classic.ona.io/api/v1/files/25209920?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646712228937.jpg,No,,,,No,,,,1.4190125,37.7316063,601.6,Accepted
2022-04-12,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),48000,http://classic.ona.io/api/v1/files/26110274?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649738238853.jpg,No,,,,No,,,,No,,,,1.4192884,37.7310178,606.5,Accepted
2022-02-22,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),29000,http://classic.ona.io/api/v1/files/24861782?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645503435652.jpg,No,,,,No,,,,1.4205633,37.7239647,0,Accepted
2022-04-26,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),38000,http://classic.ona.io/api/v1/files/26322316?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650947944224.jpg,No,,,,No,,,,No,,,,1.4192339,37.7310159,602.3,Accepted
2022-04-26,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/26322311?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650947304373.jpg,No,,,,1.4196303,37.7317927,600.6,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/24781236?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644901570111.jpg,No,,,,1.4194767,37.7318417,592.7,Accepted
2022-05-31,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Fat (Grade 1),4500,http://classic.ona.io/api/v1/files/26920639?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653971551972.jpg,No,,,,1.4196878,37.7317625,606.5,Accepted
2022-01-25,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),42000,http://classic.ona.io/api/v1/files/24478263?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643087122162.jpg,No,,,,No,,,,No,,,,1.4193698,37.7310202,602.2357163,Accepted
2022-02-01,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),45000,http://classic.ona.io/api/v1/files/24599161?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643691344447.jpg,No,,,,No,,,,No,,,,1.4192462,37.7311074,599.1595016,Accepted
2022-06-21,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Fat (Grade 1),4800,http://classic.ona.io/api/v1/files/27367201?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655785420964.jpg,No,,,,1.4196569,37.7317667,608.7,Accepted
2022-02-01,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),60000,http://classic.ona.io/api/v1/files/24599166?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643691477766.jpg,No,,,,No,,,,No,,,,1.4190834,37.7313381,599.3446929,Accepted
2022-03-01,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),4200,http://classic.ona.io/api/v1/files/25036902?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646109592251.jpg,No,,,,1.4194853,37.731265,596.4,Accepted
2022-01-25,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3700,http://classic.ona.io/api/v1/files/24478247?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643086243338.jpg,No,,,,1.4194011,37.7317813,621.765994,Accepted
2022-02-22,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/24861785?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645504011484.jpg,1.4410566,37.726697,0,Accepted
2022-06-28,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3300,http://classic.ona.io/api/v1/files/27590407?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656390803737.jpg,No,,,,1.4196467,37.73178,600.9,Accepted
2022-06-28,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/27590388?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656390422143.jpg,1.4196136,37.7318044,601.8,Accepted
2022-04-05,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/25969311?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649133189347.jpg,No,,,,1.4420154,37.7271778,0,Accepted
2022-04-19,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2200,http://classic.ona.io/api/v1/files/26210470?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650352231355.jpg,1.419566667,37.73183333,586.2,Accepted
2022-06-28,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),31000,http://classic.ona.io/api/v1/files/27590363?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656389298057.jpg,No,,,,No,,,,1.4191247,37.7317501,594.7,Accepted
2022-02-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/24707150?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644295628684.jpg,No,,,,1.4193913,37.731704,590,Accepted
2022-03-22,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),3200,http://classic.ona.io/api/v1/files/25604495?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647925813229.jpg,1.4196073,37.7318375,596.5,Accepted
2022-03-22,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),40000,http://classic.ona.io/api/v1/files/25604482?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647923984952.jpg,No,,,,No,,,,1.4192106,37.7317073,598.4,Accepted
2022-04-26,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),26000,http://classic.ona.io/api/v1/files/26322298?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650946074689.jpg,No,,,,No,,,,1.4190839,37.7316726,574.5,Accepted
2022-06-21,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),38000,http://classic.ona.io/api/v1/files/27367289?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655787380398.jpg,No,,,,No,,,,No,,,,1.4195971,37.7308257,594.6,Accepted
2022-06-21,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),41000,http://classic.ona.io/api/v1/files/27367286?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655787051850.jpg,No,,,,No,,,,No,,,,1.419514,37.7308386,604.5,Accepted
2022-06-21,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1600,http://classic.ona.io/api/v1/files/27367275?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655786303639.jpg,1.4195087,37.7318129,596.6,Accepted
2022-06-21,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),4000,http://classic.ona.io/api/v1/files/27367236?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655785667841.jpg,No,,,,1.4196617,37.7318233,611.1,Accepted
2022-06-07,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/27074741?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654575851834.jpg,1.419688,37.7317642,595.7,Accepted
2022-06-21,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),28000,http://classic.ona.io/api/v1/files/27367160?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655784707688.jpg,No,,,,No,,,,1.4191709,37.7316717,605.4,Accepted
2022-06-28,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),49000,http://classic.ona.io/api/v1/files/27590421?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656391314763.jpg,No,,,,No,,,,No,,,,1.4192857,37.7314429,594,Accepted
2022-01-04,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),3200,http://classic.ona.io/api/v1/files/24159450?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641270251892.jpg,1.419415,37.7318383,603.6726935,Accepted
2022-03-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3200,http://classic.ona.io/api/v1/files/25209959?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646714198906.jpg,1.4195488,37.7317462,590,Accepted
2022-06-14,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),40000,http://classic.ona.io/api/v1/files/27219761?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655190499178.jpg,No,,,,No,,,,1.4192236,37.7317682,599,Accepted
2022-04-12,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/26110257?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649736953729.jpg,1.4196754,37.7317186,603,Accepted
2022-01-11,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/24242412?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641874804239.jpg,No,,,,1.4194773,37.7317865,601.1457191,Accepted
2022-05-03,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),48000,http://classic.ona.io/api/v1/files/26419058?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651555600408.jpg,No,,,,No,,,,No,,,,1.4192757,37.730791,598,Accepted
2022-01-04,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/24159445?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641269940911.jpg,No,,,,1.41949,37.7318767,593.8732518,Accepted
2022-03-15,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),50000,http://classic.ona.io/api/v1/files/25408414?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647321845805.jpg,No,,,,No,,,,No,,,,1.41921,37.7308509,604.8,Accepted
2022-05-17,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),35000,http://classic.ona.io/api/v1/files/26601233?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652761080082.jpg,No,,,,No,,,,1.4192936,37.7316314,610.1,Accepted
2022-06-07,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Fat (Grade 1),19000,http://classic.ona.io/api/v1/files/27074731?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654575306344.jpg,No,,,,No,,,,1.4191879,37.7316826,592.6,Accepted
2022-03-01,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),52000,http://classic.ona.io/api/v1/files/25036905?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646110369537.jpg,No,,,,No,,,,No,,,,1.4193598,37.7307434,600.7,Accepted
2022-05-31,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2700,http://classic.ona.io/api/v1/files/26920637?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653971242956.jpg,1.4197398,37.7317981,606.4,Accepted
2022-01-18,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/24348374?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642482806905.jpg,No,,,,1.4194886,37.7318202,599.6481921,Accepted
2022-02-01,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),4200,http://classic.ona.io/api/v1/files/24599132?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643690386474.jpg,No,,,,1.4196879,37.7317461,603.6030098,Accepted
2022-05-24,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),40000,http://classic.ona.io/api/v1/files/26741226?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653367697086.jpg,No,,,,No,,,,No,,,,1.4193483,37.7306637,598,Accepted
2022-05-24,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2200,http://classic.ona.io/api/v1/files/26741223?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653366679267.jpg,1.4197123,37.7317981,616.5,Accepted
2022-05-24,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),4000,http://classic.ona.io/api/v1/files/26741214?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653366165741.jpg,No,,,,1.419665,37.7318083,602.4,Accepted
2022-05-24,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/26741213?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653366115623.jpg,No,,,,1.4196694,37.7318091,602.4,Accepted
2022-04-12,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),58000,http://classic.ona.io/api/v1/files/26110272?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649738124769.jpg,No,,,,No,,,,No,,,,1.4193053,37.7310693,606.6,Accepted
2022-01-04,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/24159444?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641269898912.jpg,No,,,,1.4194847,37.7318755,596.5357252,Accepted
2022-02-01,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3500,http://classic.ona.io/api/v1/files/24599123?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643690299122.jpg,No,,,,1.4196932,37.7317597,602.258544,Accepted
2022-05-17,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),52000,http://classic.ona.io/api/v1/files/26601295?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652763470007.jpg,No,,,,No,,,,No,,,,1.4193539,37.7313676,600.1,Accepted
2022-05-17,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),38000,http://classic.ona.io/api/v1/files/26601237?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652761140629.jpg,No,,,,No,,,,1.419246,37.7315442,599.7,Accepted
2022-02-15,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3500,http://classic.ona.io/api/v1/files/24781382?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644903886168.jpg,No,,,,1.4194917,37.731865,590.8,Accepted
2022-03-08,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),5500,http://classic.ona.io/api/v1/files/25211260?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646717576424.jpg,No,,,,1.419543333,37.73154167,593,Accepted
2022-03-08,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),62000,http://classic.ona.io/api/v1/files/25211265?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646718137820.jpg,No,,,,No,,,,No,,,,1.419401667,37.73142667,596.6,Accepted
2022-01-11,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),27000,http://classic.ona.io/api/v1/files/24247623?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641879305112.jpg,No,,,,No,,,,1.419245,37.7317633,585.9,Accepted
2022-06-07,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),32000,http://classic.ona.io/api/v1/files/27075889?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654584189701.jpg,No,,,,No,,,,1.419325,37.73164667,602.3,Accepted
2022-04-26,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2600,http://classic.ona.io/api/v1/files/26323493?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650953275595.jpg,1.419796667,37.73151833,604.1,Accepted
2022-06-21,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),56000,http://classic.ona.io/api/v1/files/27364390?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655787103329.jpg,No,,,,No,,,,No,,,,1.419456667,37.73146333,596,Accepted
2022-02-08,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),19000,http://classic.ona.io/api/v1/files/24708424?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644299711960.jpg,No,,,,No,,,,1.4191117,37.7317667,590.5,Accepted
2022-06-21,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),13000,http://classic.ona.io/api/v1/files/27364331?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655782860695.jpg,No,,,,No,,,,1.419216667,37.73154833,599.9,Accepted
2022-05-10,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/26500781?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652160752268.jpg,1.419768333,37.731755,595.3,Accepted
2022-05-10,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),53000,http://classic.ona.io/api/v1/files/26500777?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652160082514.jpg,No,,,,No,,,,No,,,,1.419135,37.73087833,596.9,Accepted
2022-05-10,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),62000,http://classic.ona.io/api/v1/files/26500776?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652159954312.jpg,No,,,,No,,,,No,,,,1.419355,37.73119167,597,Accepted
2022-05-10,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),10000,http://classic.ona.io/api/v1/files/26500774?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652159766294.jpg,No,,,,No,,,,1.419285,37.73163,596.9,Accepted
2022-05-17,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),13000,http://classic.ona.io/api/v1/files/26601327?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652763864460.jpg,No,,,,No,,,,1.419133333,37.731485,602.2,Accepted
2022-04-26,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1900,http://classic.ona.io/api/v1/files/26323495?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650953332473.jpg,1.41982,37.73151833,604,Accepted
2022-05-17,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/26601330?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652765220837.jpg,No,,,,1.419685,37.73164333,605.7,Accepted
2022-05-03,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/26418932?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651549848779.jpg,No,,,,1.41982,37.73146,623.1,Accepted
2022-02-01,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),4500,http://classic.ona.io/api/v1/files/24598311?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643692940918.jpg,1.4194816,37.7315866,591.6,Accepted
2022-05-17,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/26601334?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652765621020.jpg,1.419821667,37.73158333,604.2,Accepted
2022-03-15,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),20000,http://classic.ona.io/api/v1/files/25410824?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647327559307.jpg,No,,,,No,,,,1.4193483,37.7314933,590.5,Accepted
2022-05-17,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),58000,http://classic.ona.io/api/v1/files/26601364?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652767300717.jpg,No,,,,No,,,,No,,,,1.419228333,37.73108,616.5,Accepted
2022-05-17,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),55000,http://classic.ona.io/api/v1/files/26601365?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652767394541.jpg,No,,,,No,,,,No,,,,1.419173333,37.73087333,617.1,Accepted
2022-03-22,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),4200,http://classic.ona.io/api/v1/files/25621004?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647924824297.jpg,1.41953,37.731615,612.4,Accepted
2022-06-14,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),69000,http://classic.ona.io/api/v1/files/27219320?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655183234101.jpg,No,,,,No,,,,No,,,,1.41936,37.73114,598.8,Accepted
2022-05-03,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),52000,http://classic.ona.io/api/v1/files/26418964?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651552173290.jpg,No,,,,No,,,,No,,,,1.419308333,37.73071833,662,Accepted
2022-05-03,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),26000,http://classic.ona.io/api/v1/files/26418959?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651551992162.jpg,No,,,,No,,,,1.419373333,37.73065667,616.3,Accepted
2022-05-03,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),10000,http://classic.ona.io/api/v1/files/26418956?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651551680037.jpg,No,,,,No,,,,1.419175,37.73151,600.8,Accepted
2022-05-03,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),10000,http://classic.ona.io/api/v1/files/26418950?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651551466312.jpg,No,,,,No,,,,1.419133333,37.731585,594,Accepted
2022-05-03,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),9000,http://classic.ona.io/api/v1/files/26418947?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651551192125.jpg,No,,,,No,,,,1.419125,37.73162,607.3,Accepted
2022-05-03,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3000,http://classic.ona.io/api/v1/files/26418945?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651550866925.jpg,1.419698333,37.73165333,602.3,Accepted
2022-03-01,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),64000,http://classic.ona.io/api/v1/files/25037282?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646114419243.jpg,No,,,,No,,,,No,,,,1.41966,37.73094167,611.9,Accepted
2022-03-22,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/25621029?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647925792894.jpg,No,,,,1.419476667,37.73123167,611.8,Accepted
2022-03-01,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),4200,http://classic.ona.io/api/v1/files/25037270?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646112673240.jpg,No,,,,1.419555,37.73168667,601.7,Accepted
2022-05-03,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/26418929?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651549745584.jpg,No,,,,1.419686667,37.73144167,601.5,Accepted
2022-04-26,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),48000,http://classic.ona.io/api/v1/files/26323447?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650952371082.jpg,No,,,,No,,,,No,,,,1.419193333,37.73086667,608.2,Accepted
2022-05-24,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),35000,http://classic.ona.io/api/v1/files/26742612?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653369802165.jpg,No,,,,No,,,,1.41913,37.73179667,596.8,Accepted
2022-04-26,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),20000,http://classic.ona.io/api/v1/files/26323434?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650951883558.jpg,No,,,,No,,,,1.419191667,37.73160167,608.2,Accepted
2022-05-10,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),59000,http://classic.ona.io/api/v1/files/26500775?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652159862142.jpg,No,,,,No,,,,No,,,,1.419308333,37.73126833,596.9,Accepted
2022-06-21,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3000,http://classic.ona.io/api/v1/files/27364379?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655786736578.jpg,1.419641667,37.731765,596.6,Accepted
2022-01-11,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),50000,http://classic.ona.io/api/v1/files/24247621?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641879190550.jpg,No,,,,No,,,,1.4192683,37.731775,585.8,Accepted
2022-05-31,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3400,http://classic.ona.io/api/v1/files/26920519?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653973664214.jpg,No,,,,1.419766667,37.73177833,606.5,Accepted
